M�S;UNIDADE;ADMINISTRACAO REGIONAL;ALVARA;DESCRICAO;TIPO DA CONSTRUCAO;SQL/INCRA;CATEGORIA DE USO;ZONA DE USO;BAIRRO;AREA DA CONSTRUCAO;;PROPRIETARIO;AREA DO TERRENO;;ENDERECO;APROVACAO;FIRMA/DIRIGENTE TECNICO;RESPONSAVEL TECNICO;AUTOR PROJETO;RESPONSAVEL DA FIRMA;NUMERO DE BLOCOS;NUMERO DE UNIDADES;NUMERO DE PAVIMENTOS
Junho;APROV 3;CAMPO LIMPO;2010.21.848-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INDUSTRIAL;00.103.001.0071-9;I2;Z6-045;JD SAO LUIS;462.00;M2;KORAH HORNUNG DIAS CABRAL;2254.00;M2;AV JOAO DIAS,3629;10/06/10;JOSE DEOCLECIO BAPTISTA FIORENTINI;;;;;;
Junho;APROV 3;CASA VERDE;2010.21.813-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;00.074.226.0005-5;NR2-14;Z6-059;LIMAO;1387.76;M2;VIP VI EMPREENDIMENTOS E PARTICIPACOES LTDA;1622.99;M2;R JOSE FIUZA GUIMARAES,233;11/06/10;JUCEMAR AMARANTE CHEQUER;;MARCIA GUIMARAES LARA MONTEIRO;;001;;02
Junho;APROV 3;FREGUESIA DO O;2010.22.777-00;CERTIFICADO DE CONCLUSAO;;00.104.178.0023-0;NR2-23;Z6-059;FREGUESIA DO O;0.00;M2;ABRIL GRAFICA S.A.;51918.76;M2;AV OTAVIANO ALVES DE LIMA,4400;17/06/10;SERGIO BRAZ GRISOLIA JUNIOR;;;;;;
Junho;APROV 3;IPIRANGA;2010.22.723-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;;00.049.053.0006-1;NR2-09;Z3-193;IPIRANGA;413.92;M2;OSMAR FERRASSA E OUTRA;296.00;M2;R RIGA,451;17/06/10;PAULO SERGIO DA FONSECA MONTEIRO;;PAULO SERGIO DA FONSECA MONTEIRO;;001;001;02
Junho;APROV 3;LAPA;2010.22.745-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INDUSTRIAL;00.082.221.0049-1;IND-2;Z6-022;JAGUARE;5.64;M2;CASSIA NAHAS ADMINISTRACAO DE BENS LTDA;4833.94;M2;AV BOLONHA,654;17/06/10;WAGNER TADEU BENATTI;;WAGNER TADEU BENATTI;;002;;02
Junho;APROV 3;VILA MARIA / VILA GUILHERME;2010.23.871-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;;00.063.046.0019-4;NR1-13;Z3-060;PARQUE NOVO MUNDO;156.00;M2;WALDIR BENEDITO ESPOSAR;180.00;M2;R SOLD AMERICO RODRIGUES,12;23/06/10;DOMINGOS ANTONIO PETILLO;;DOMINGOS ANTONIO PETILLO;;001;;01
Junho;APROV 3;PINHEIROS / ITAIM BIBI;2008.36.692-02;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INDUSTRIAL;00.085.589.0035-3;IND-2;Z8-CR2 LIND. Z6;SANTO AMARO;287.24;M2;ELI LILLY DO BRASIL LTDA;14812.50;M2;AV MORUMBI,8264;17/06/10;LUCIMAR DOS SANTOS MANTOVANI;;LUCIMAR DOS SANTOS MANTOVANI;;015;;03
Junho;APROV 3;PINHEIROS / ITAIM BIBI;2010.22.727-00;CERTIFICADO DE CONCLUSAO;;00.085.589.0205-4;NR2-18;;VL GERTRUDES;0.00;M2;FLAGIAN IMPORTACAO E EXPORTACAO LTDA.;1651.02;M2;R JACERU,63;17/06/10;SIVERCON CONSTRUTORA LTDA;LAERCIO LANZELOTTI;PATRICIA TASSINARI FARAGONE EUGENIO;;;;
Junho;APROV 3;PIRITUBA / JARAGUA;2010.20.949-00;AUTO DE REGULARIZACAO;;00.106.043.0022-1;NR2-09;Z2;VILA ZAT;85.00;M2;PASQUALE BRUNO;262.00;M2;AV MIGUEL DE CASTRO,1679;03/06/10;JULIO PAPA;;;;;;
Junho;APROV 3;PERUS;2010.20.948-00;AUTO DE REGULARIZACAO;;00.202.015.0037-8;NR2-09;Z9-047;PARQUE ANHANGUERA;40.00;M2;ESPOLIO DE GIUSEPPINA DI TOMASO DE MARCO E OUTROS;255.00;M2;ES CEL JOSE GLADIADOR,733;03/06/10;JULIO PAPA;;;;;;
Junho;APROV 3;SANTO AMARO;2010.22.237-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO INDUSTRIAL;00.088.007.0084-5;IND-2;Z6-044;SANTO AMARO;0.00;M2;ORGANON DO BRASIL INDUSTRIA E COMERCIO LTDA.;18015.40;M2;R JOAO ALFREDO,353;11/06/10;MARIA INES FACCHINI;;MARIA INES FACCHINI;;006;;02
Junho;APROV 3;SAO MATEUS;2010.22.796-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE EDI-FICACAO NOVA;PREDIO INDUSTRIAL;00.151.188.0002-0;IND-2;Z6-053;PRQ. SAO LOURENCO;3462.04;M2;REPUXACAO TAVARES INDUSTRIA E COMERCIO LTDA. ME;4009.00;M2;R FORTE DO RIO BRANCO;17/06/10;JOSE EDUARDO FLORENCE TEIXEIRA;;JOSE EDUARDO FLORENCE TEIXEIRA;;001;;01
Junho;APROV 4;ARICANDUVA / VILA FORMOSA;2003.41.677-02;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE REFORMA;PREDIO COMERCIAL;00.148.050.0189-4;C2.3;Z2;VL. NOVA YORK;560.68;M2;PORT WAY EMPREEND E PARTICIPACOES LTDA E OUTROS;12625.76;M2;AV RIO DAS PEDRAS,2118;26/06/10;;;;;001 - 001;;02 - 01
Junho;APROV 4;CAPELA DO SOCORRO;2010.22.173-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;00.095.314.0028-8;NR2-03   - NR1-02;Z18-039;INTERLAGOS;691.61;M2;SHELL BRASIL LTDA;1625.63;M2;AV INTERLAGOS,5548;12/06/10;JOSE CARLOS ABIAD;;JOSE CARLOS ABIAD;;001 - 001;;02 - 01
Junho;APROV 4;IPIRANGA;2010.20.648-00;ALVARA DE APROVACAO DE REFORMA;;00.040.080.0054-2;NR2-02;;IPIRANGA;1716.47;M2;RMF CONSTRUCOES E INCORPORACOES LTDA.;1694.26;M2;R AGOSTINHO GOMES,1783;01/06/10;G M V ENGENHARIA E CONSTRUCOES LTDA;EDUARDO MARTINS VERDADE;JNA ARQUITETOS S/S LTDA;JORGE MUNIF ABUSSAMRA;001;;02
Junho;APROV 4;JABAQUARA;2010.21.128-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;00.091.245.0049-6;NR2-03;Z2;JABAQUARA;393.04;M2;FRANCISCO LUIZ BARCI;823.45;M2;R CD MOREIRA LIMA;08/06/10;EVANDRO LUIZ DE MELLO FORTUNATO;;EVANDRO LUIZ DE MELLO FORTUNATO;;001;;01
Junho;APROV 4;LAPA;2010.22.692-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;00.197.019.0025-0;NR3-04;Z2;LAPA;5375.81;M2;CERFCO EMPREENDIMENTOS IMOBILIARIOS LTDA;7532.60;M2;AV ORDEM E PROGRESSO,240;17/06/10;S MACEDO ENGENHARIA E ARQUITETURA  LTDA;SOLANGE APARECIDA MACEDO;GRAZIOSI ARQUITETURA LTDA;JOAO CARLOS GRAZIOSI;001;;04
Junho;APROV 4;VILA MARIA / VILA GUILHERME;2010.24.310-00;AUTO DE REGULARIZACAO;;00.304.141.0031-7;NR2-03   - R;Z2;VL. GUILHERME;579.86;M2;ESPOLIO DE MILTON RAGOZZONI E OUTRO;821.27;M2;R DOSMACHADOS,81;30/06/10;CLAUDIO DESONTINI;;CLAUDIO DESONTINI;;;;
Junho;APROV 4;SAO MIGUEL PAULISTA;2010.22.190-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;00.112.575.0010-3;NR2-02;;SAO MIGUEL PAULISTA;494.48;M2;RADIANTE COMERCIO DE MADEIRA LTDA;2893.39;M2;R AMERICO SUGAI,514;12/06/10;SECUNDINO PIRES DOS SANTOS NETO;;SECUNDINO PIRES DOS SANTOS NETO;;002;;01
Junho;APROV 4;SANTO AMARO;2010.04.608-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.086.186.0018-0;R303;Z1-022;BROOKLYN;0.00;M2;ESPOLIO DE JOAO ALBERTO BAPTISTELLA;0.00;M2;R VICENTE LEPORACE,371;19/06/10;;;;;;;
Junho;APROV 4;SAO MATEUS;2010.21.525-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;;00.152.257.0045-3;NR2-02;Z2;JARDIM ADUTORA;4585.43;M2;TEBAS EMPREENDIMENTOS E PARTICIPACOES LTDA;6530.50;M2;AV SAPOPEMBA,16000;09/06/10;;;R S DARUIX ENGENHARIA LTDA;REINALDO SALIM DARUIX;001;;01
Junho;APROV 5;CAMPO LIMPO;2010.24.060-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;;00.170.007.0056-3;NR1-02   - NR2-07;;VILA ANDRADE;3023.07;M2;CONSTRUTORA E INCORPORADORA VEIGA CAMPOS LTDA.;909.00;M2;R DR FONSECA BRASIL,201;26/06/10;HAMILTON OLIVEIRA CAMPOS JUNIOR;;HAMILTON OLIVEIRA CAMPOS JUNIOR;;001;;08
Junho;APROV 5;LAPA;2010.24.196-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;00.097.008.0003-2;NR3-04;;VILA LEOPOLDINA;58.90;M2;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;29544.50;M2;R MERGENTHALER,592;17/06/10;PAULO EDUARDO BELVIZZO;;BENNO MICHAEL PERELMUTTER;;003;;06
Junho;APROV 5;PIRITUBA / JARAGUA;2010.22.813-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.078.329.0033-4;E4;Z2;SAO DOMINGOS;29.33;M2;DARIO CASTARTE;280.00;M2;R BENEDITO DA FONSECA RONDON,SN;17/06/10;CLAUDIO ZOPONE;;;;;;
Junho;APROV 5;SANTO AMARO;2010.21.737-00;ALVARA DE APROVACAO E EXECUCAO DE REFORMA;;00.087.103.0046-5;NR3-04;;SANTO AMARO;150.95;M2;NOTRE DAME SEGURADORA S.A.;3420.85;M2;AV JOAO DIAS,76;10/06/10;CARLOS ALBERTO DUARTE MOREIRA;;ENIO SHIMABUKURO;;002;;03
Junho;APROV 5;VILA MARIANA;2010.22.841-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;;00.041.184.0297-1;NR3-01;;MOEMA;11166.28;M2;CONDOMINIO EDIFICIO MONTREAL OFFICES & SERVICOS;1813.86;M2;AV ROUXINOL,1041;17/06/10;;;;;;;
Julho;APROV G;ARICANDUVA / VILA FORMOSA;2010.25.588-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.116.317.0054-4;H.M.P;Z3-149;ARICANDUVA;0.00;M2;FORVAL 5 EMPREENDIMENTOS IMOBILIARIOS LTDA;4406.29;M2;R JORGE OGUSHI,51;08/07/10;;;;;;;
Julho;APROV G;BUTANTA;2010.25.741-00;CERTIFICADO DE CONCLUSAO;PREDIO RESIDENCIAL;00.159.159.0185-8;R302;;VILA SONIA;0.00;M2;MULTIPLA ENGENHARIA LTDA;25016.92;M2;R BONIFACIO VERONESE,167;08/07/10;;;;;;;
Julho;APROV G;BUTANTA;2010.28.560-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.101.486.0040-8;R301;Z2;BUTANTA;15665.91;M2;OAS 10 EMPR. IMOBL. SPE LTDA;3917.80;M2;R ANTONIO DE BONIS,273;31/07/10;CARLOS EDUARDO PAES BARRETO NETO;;AGRES PROJETOS E COSTRUCOES LTDA;MARTA DA SILVA ARDITO;001;176;23
Julho;APROV G;CASA VERDE;2008.38.823-02;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;HAB. INTERESSE SOCIAL;00.076.302.0002-1;H.M.P;Z2;LIMAO;5469.15;M2;MRV ENGENHARIA E PARTICIPACOES S/A;2367.65;M2;AV CLAVASIO ALVES DA SILVA;15/07/10;HUDSON GONCALVES ANDRADE;;HUDSON GONCALVES ANDRADE;;001 - 001;079;09 - 01
Julho;APROV G;CASA VERDE;2010.24.663-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.305.003.0003-5;H.I.S;Z2;V. NOVA CACHOEIRINHA;0.00;M2;CIA DE DESENVOLVIMENTO HAB. E URBANO DO EST DE S PAULO-CDHU;17581.04;M2;R JORN OCTAVIO RIBEIRO-PENA BRANCA;01/07/10;;;;;;;
Julho;APROV G;ERMELINO MATARAZZO;2010.28.200-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.111.408.0013-1;H.M.P;Z3-032;ERMELINO MATARAZZO;2156.48;M2;TAMADA EMP. E PART. LTDA;1125.00;M2;R LINO PETENONE,340;29/07/10;OTAVIO AUGUSTO FRASSON COSTA;;OTAVIO AUGUSTO FRASSON COSTA;;001;;08
Julho;APROV G;FREGUESIA DO O;2010.28.201-00;AUTO DE REGULARIZACAO;PREDIO RESIDENCIAL;00.191.075.0019-9;R2H-02;Z9-053;JARDIM PRINCESA;215.72;M2;GERALDO GONCALVES ROSA;126.00;M2;R ANTONIO SUSINI,45;29/07/10;;;;;;;
Julho;APROV G;GUAIANAZES;2006.37.985-01;APOSTILAMENTO DE CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.135.023.0008-8;H.I.S;Z2;LAJEADO;0.00;M2;CIA DES HABITACIONAL E URBANO DO EST SP CDHU;0.00;M2;R S JOSE DE MOSSAMEDES;13/07/10;;;;;;;
Julho;APROV G;GUAIANAZES;2010.24.669-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.137.061.0020-6;H.M.P;;GUAIANAZES;0.00;M2;CONSTRUTORA TENDA S/A;9500.00;M2;R BRASIL;01/07/10;;;;;;;
Julho;APROV G;IPIRANGA;2010.27.446-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO SERVICO;00.040.145.0007-1;S2.3;Z2;IPIRANGA;481.00;M2;JOAQUIM SEBASTIAO COSTA DE MELO MATOS;222.00;M2;R BOM PASTOR,136;21/07/10;;;;;;;
Julho;APROV G;ITAQUERA;2010.24.660-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.114.093.0032-2;H.M.P;Z3-113;ITAQUERA;0.00;M2;FABIO IERVOLINO MONTEIRO PASCHOAL;647.90;M2;R DUDU,505;01/07/10;;;;;;;
Julho;APROV G;ITAIM PAULISTA;2010.01.028-03;APOSTILAMENTO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.112.664.0005-1;H.M.P;Z2;VILA CURUCA;3712.30;M2;UMLAR CURUCA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;2528.00;M2;R BENJAMIN CAPUSSO,259;15/07/10;;;;;002 - 001;036;09 - 01
Julho;APROV G;JABAQUARA;2010.25.428-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.089.135.0006-1;R301;Z3-218;JABAQUARA;10316.80;M2;GMR PARTICIPACOES S/A;1461.64;M2;R DR DJALMA PINHEIRO FRANCO,30;07/07/10;MARIO TIBURCIO TIBERIO;;MARIO TIBURCIO TIBERIO;;001;076;20
Julho;APROV G;LAPA;2010.27.533-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;;00.012.073.0153-1;NR3-01;Z2;SUMARE;6888.44;M2;CONDOMINIO EDIFICIO SANTA LUCIA;1000.00;M2;R CAYOWAA,1892;20/07/10;;;;;;;
Julho;APROV G;LAPA;2010.28.740-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO RESIDENCIAL;00.021.072.0356-3;R301;Z2;PERDIZES;10641.25;M2;CONDOMINIO EDIFICIO MARCIA HELENA;1622.00;M2;R BARTIRA,525;16/07/10;CLAUDIA FLORENZANO;;;;;;
Julho;APROV G;VILA MARIA / VILA GUILHERME;2010.26.315-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.063.109.0002-1;H.M.P;Z3-074;PQ NOVO MUNDO;0.00;M2;MRV ENGENHARIA E PARTICIPACOES S/A;3661.45;M2;R CABO BASILIO ZEQUIM JUNIOR,36;15/07/10;;;;;;;
Julho;APROV G;MOOCA;2010.26.319-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.018.087.0092-9;E4;Z2;PARI;3164.72;M2;AMERICO NARDI NETO E OUTROS;702.00;M2;R VITOR HUGO,162;15/07/10;;;;;;;
Julho;APROV G;MOOCA;2010.27.226-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.029.029.0009-0;E4;Z3-247;BELEM;17.04;M2;MARIO FRANCISCO FONSECA;240.00;M2;R ENG REYNALDO CAJADO,416;17/07/10;;;;;;;
Julho;APROV G;SAO MIGUEL PAULISTA;2010.11.889-01;PROJETO MODIFICATIVO DE ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAONOVA;HAB. INTERESSE SOCIAL;00.139.294.0001-3;HIS      - H.M.P;Z2;SAO MIGUEL;6033.47;M2;MRV ENGENHARIA E PARTICIPACOES SA;4894.89;M2;AV INAJA-GUACU;07/07/10;HUDSON GONCALVES ANDRADE;;HUDSON GONCALVES ANDRADE;;003 - 001;040;05 - 01
Julho;APROV G;SAO MIGUEL PAULISTA;2010.25.288-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.139.294.0001-3;HIS;Z2;SAO MIGUEL;0.00;M2;MRV ENGENHARIA E PARTICIPACOES SA;0.00;M2;AV INAJA-GUACU;07/07/10;HUDSON GONCALVES ANDRADE;;HUDSON GONCALVES ANDRADE;;;;
Julho;APROV G;SAO MIGUEL PAULISTA;2010.26.757-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.112.279.0018-9;C2.3     - S2.1;Z3-037;SAO MIGUEL;1409.72;M2;YOSHITERO YOSHIDA/KOEI TERUYA/E OUTROS;679.00;M2;R CAP FRANCISCO ISAIAS DE CARVALHO,197;16/07/10;GISLENE APARECIDA SARAIVA SILVA;;;;;;
Julho;APROV G;PINHEIROS / ITAIM BIBI;2010.27.529-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO COMERCIAL;00.009.089.0544-0;C2.2     - S1.8;Z3-151;JARDIM PAULISTA;706.32;M2;TSO LAN SING E MIGUEL FALANQUE, MOACYR PEREIRA E OUTROS;395.28;M2;R PAMPLONA,1221;13/07/10;JOSE PIRES DE ANDRADE NETO;;;;;;
Julho;APROV G;SANTO AMARO;2010.24.993-00;CERTIFICADO DE CONCLUSAO;HAB. INTERESSE SOCIAL;00.173.370.0007-2;H.I.S;Z2;00000000- SB S AMARO;0.00;M2;ALFONS GEHLING E CIA LTDA;3280.68;M2;R ZIKE TUMA,1221;03/07/10;;;;;;;
Julho;APROV G;SANTO AMARO;2010.28.210-00;RECONSIDERACAO DE DESPACHO DE AUTO DE REGULARIZACAO;PREDIO INSTITUCIONAL;00.087.068.0094-7;E4       - R202;Z3-221;SANTO AMARO;5098.79;M2;CONDOMINIO EDIFICIO CARLOS EDUARDO;1065.50;M2;R VERA CRUZ,70;27/07/10;;;;;;;
Julho;APROV G;SE;2006.35.803-01;REVALIDACAO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.006.020.0550-7;H.I.S;Z5-002;REPUBLICA;0.00;M2;INSTITUTO NACIONAL DO SEGURO SOCIAL-INSS;1414.80;M2;AV NOVE DE JULHO,99999;17/07/10;MARIA ISABEL NOBRE DE SOUSA CABRAL;;MARIA ISABEL NOBRE DE SOUSA CABRAL;;001;139;14
Julho;APROV G;VILA MARIANA;2010.21.729-01;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.047.088.0002-9;H.M.P;Z2;SAUDE;0.00;M2;DENISE DEQUECH SAYEG E OUTRO;0.00;M2;R AUGUSTE CLESINGER,332;15/07/10;ALVARO DE MATOS TAVARES;;ALVARO DE MATOS TAVARES;;;;
Julho;APROV G;VILA MARIANA;2010.28.202-00;AUTO DE REGULARIZACAO;HAB. INTERESSE SOCIAL;00.047.084.0028-4;H.M.P;Z2;PARAISO;279.76;M2;JOSAM PARTICIPACOES E EMPREENDIMENTOS LTDA;303.80;M2;R ARTUR THIRE,916;29/07/10;;;;;;;
Julho;APROV G;VILA PRUDENTE;2010.28.313-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;HAB. INTERESSE SOCIAL;00.155.251.0181-4;H.M.P;;SAO LUCAS;15326.52;M2;MRV ENGENHARIA E PARTICIPACOES S/A;11235.58;M2;AV DO ORATORIO,6566;30/07/10;HUDSON GONCALVES ANDRADE;;HUDSON GONCALVES ANDRADE;;003 - 001;072;09 - 04
Julho;APROV G;VILA PRUDENTE;2010.28.400-00;RECONSIDERACAO DE DESPACHO DE ALVARA DE APROVACAO E EXECUCAO DE RE- FORMA;PREDIO SERVICO;00.154.239.0820-4;S2.8;Z8-015;SAPOPEMBA;139.53;M2;ADMINISTRADORA DE BENS ALBREI LTDA;1290.82;M2;AV ARQ VILANOVA ARTIGAS,1199;29/07/10;HORST REINHOLD JAHNKE;;HORST REINHOLD JAHNKE;;001;;02
Julho;APROV 1;CIDADE ADEMAR;2010.26.257-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.172.031.0023-4;R2H-03;Z2;CIDADE ADEMAR;693.54;M2;HIROSHI SHIMUTA;1000.00;M2;R ERNESTO NICOLINI;15/07/10;MINORU SHIMUTA;;MINORU SHIMUTA;;001;012;02
Julho;APROV 1;CIDADE ADEMAR;2010.28.136-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.120.274.0013-2;R2H-03;Z2;CIDADE ADEMAR;515.01;M2;MWB ENGENHARIA E CONSTRUCOES LTDA;297.42;M2;R PROF. FELICIO CINTRA DO PRADO;29/07/10;MARCIA BRUNELLO;;MARCIA BRUNELLO;;001;004;02
Julho;APROV 1;ARICANDUVA / VILA FORMOSA;2010.06.694-02;APOSTILAMENTO DE ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.116.089.0108-3;R2V-01;Z2;CARRAO;0.00;M2;AT TRES EMPREENDIMENTOS IMOB SPE LTDA;0.00;M2;R TAUBATE,333;24/07/10;;;;;;;
Julho;APROV 1;ARICANDUVA / VILA FORMOSA;2010.26.253-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.053.070.0028-6;R2H-03;Z2;VILA FORMOSA;911.13;M2;LGI LOCACAO DE IMOVEIS PROPRIOS LTDA;520.20;M2;AV MONTEMAGNO,2348;15/07/10;JULIO CESAR OLIVIERI;;JULIO CESAR OLIVIERI;;001;006;02
Julho;APROV 1;ARICANDUVA / VILA FORMOSA;2010.27.732-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.116.402.0004-4;R2V-01;Z2;VL FORMOSA;29172.73;M2;GOLDFARB 13 EMPREENDIMENTOS IMOBILIARIOS LTDA.;12357.40;M2;R BACTORIA;27/07/10;GOLDFARB INCORPORACOES E CONSTRUCOES S/A;RUI KIYOSHI ISHIKAWA;GOLDFARB INCORPORACOES E CONSTRUCOES S/A;RUI KIYOSHI ISHIKAWA;001 - 002 - 002 - 00;068 - 069 - 070 - 05;09 - 09 - 09 - 07
Julho;APROV 1;CAMPO LIMPO;2010.26.075-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.304.0536-0;R2V-01;Z2;CAMPO LIMPO;18064.24;M2;BOA VISTA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;10855.50;M2;ES DO CAMPO LIMPO,5785;14/07/10;YORKI OSWALDO ESTEFAN;;ADESA ARQUITETURA LTDA;;001 - 001 - 001;108 - 101 - 109;14 - 13 - 14
Julho;APROV 1;CAMPO LIMPO;2010.26.222-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.304.0536-0;R2V-01;Z2;CAMPO LIMPO;21879.04;M2;BOA VISTA EMPREEENDIMENTOS IMOBILIARIOS SPE LTDA;28586.94;M2;ES DO CAMPO LIMPO,5785;14/07/10;YORKI OSWALDO ESTEFAN;;ADESA ARQUITETURA LTDA;;001 - 001 - 001;132 - 125 - 133;17 - 16 - 17
Julho;APROV 1;CAMPO LIMPO;2010.26.222-01;APOSTILAMENTO DE ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.304.0536-0;R2V-01;Z2;CAMPO LIMPO;21879.04;M2;BOA VISTA EMPREEENDIMENTOS IMOBILIARIOS SPE LTDA;11445.44;M2;ES DO CAMPO LIMPO,5785;24/07/10;;;;;001 - 001 - 001;132 - 125 - 133;17 - 16 - 17
Julho;APROV 1;CAMPO LIMPO;2010.26.430-00;ALVARA DE APROVACAO E EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.169.009.1612-1;R2H-03;Z2;CAMPO LIMPO;1043.04;M2;JOSE ANGELO MOREIRA PIAI E ROBERTO GOUVEIA COELHO;906.50;M2;ES DOSMIRANDAS,635;16/07/10;JOSE ANGELO MOREIRA PIAI;;RICARDO BASTOS CALABRESE;;001;010;02
Julho;APROV 1;CAMPO LIMPO;2010.27.458-00;ALVARA DE APROVACAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.184.113.0006-3;R1 -01;Z2;JD.IRACEMA-CPO LIMPO;174.95;M2;ANTONIO DONIZETE DE REZENDE;250.00;M2;R RAMONA BARROSO FERNANDEZ;23/07/10;SONIA REGINA MATIAS DE PINA LUERSEN;;SONIA REGINA MATIAS DE PINA LUERSEN;;001;002;02
Julho;APROV 1;CAMPO LIMPO;2010.27.989-00;ALVARA DE EXECUCAO DE EDIFICACAO NOVA;PREDIO RESIDENCIAL;00.166.054.0040-1;R2V-01;Z2;CAPAO REDONDO;0.00;M2;DRM ENGENHARIA E CONSTRUCOES LTDA;0.00;M2;R PAULINO VITAL DE MORAIS,395;28/07/10;DAVID RAFOUL MOKODSE;;N&C-ARQUITETURA E CONSULTORIA LTDA;NADIA OLIVEIRA CAHEN;;;
Julho;APROV 1;ERMELINO MATARAZZO;2010.26.258-00;AUTO DE REGULARIZACAO;PREDIO RESIDENCIAL;00.110.177.0035-3;R;Z2;ERMELINO MATARAZZO;193.72;M2;ADALIO LOPES DE SOUZA E JOSE JOAQUIM LOPES;297.00;M2;R TRES COROAS,10;15/07/10;;;;;;;
